congresista,movimiento,circunscripcion,fecha,dato_asistencia
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,12/12/2019,EX. MÉDICA
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,13/12/2019,EX. MÉDICA
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,16/12/2019,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,17/12/2019,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,18/12/2019,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,19/12/2019,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,20/12/2019,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,14/04/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,21/04/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,23/04/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,28/04/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,30/04/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,07/05/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,12/05/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,15/05/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,16/05/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,19/05/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,21/05/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,26/05/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,27/05/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,28/05/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,29/05/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,04/06/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,05/06/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,09/06/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,11/06/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,16/06/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,17/06/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,18/06/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,19/06/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,20/06/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,20/07/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,28/07/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,29/07/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,04/08/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,05/08/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,06/08/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,11/08/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,12/08/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,13/08/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,14/08/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,18/08/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,19/08/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,20/08/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,25/08/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,26/08/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,27/08/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,28/08/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,29/08/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,01/09/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,02/09/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,03/09/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,08/09/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,09/09/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,10/09/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,15/09/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,16/09/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,17/09/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,22/09/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,29/09/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,30/09/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,01/10/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,07/10/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,13/10/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,14/10/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,15/10/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,18/10/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,19/10/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,21/10/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,27/10/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,28/10/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,29/10/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,03/11/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,04/11/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,05/11/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,11/11/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,12/11/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,17/11/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,18/11/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,19/11/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,24/11/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,25/11/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,26/11/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,01/12/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,02/12/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,03/12/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,09/12/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,10/12/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,11/12/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,14/12/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,15/12/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,16/12/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,17/12/2020,ASISTIÓ
CURE CORCIONE KAREN VIOLETTE ,CAMBIO RADICAL,BOLÍVAR,18/12/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,19/03/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,26/03/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,27/03/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,02/04/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,08/04/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,10/04/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,23/04/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,24/04/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,29/04/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,30/04/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,01/05/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,02/05/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,08/05/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,13/05/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,14/05/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,21/05/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,22/05/2019,OTRAS EXCUSAS
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,28/05/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,29/05/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,04/06/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,05/06/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,10/06/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,11/06/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,12/06/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,13/06/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,18/06/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,19/06/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,20/06/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,20/07/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,23/07/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,30/07/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,31/07/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,05/08/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,06/08/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,13/08/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,14/08/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,20/08/2019,EX. MÉDICA
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,21/08/2019,EX. MÉDICA
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,26/08/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,27/08/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,02/09/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,03/09/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,09/09/2019,EX. MÉDICA
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,10/09/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,16/09/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,17/09/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,23/09/2019,OTRAS EXCUSAS
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,30/09/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,01/10/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,07/10/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,08/10/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,15/10/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,16/10/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,29/10/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,30/10/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,05/11/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,06/11/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,12/11/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,13/11/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,18/11/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,19/11/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,20/11/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,25/11/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,26/11/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,02/12/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,03/12/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,04/12/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,09/12/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,10/12/2019,SIN EXCUSA
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,11/12/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,12/12/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,13/12/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,16/12/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,17/12/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,18/12/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,19/12/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,20/12/2019,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,14/04/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,21/04/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,23/04/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,28/04/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,30/04/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,07/05/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,12/05/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,15/05/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,16/05/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,19/05/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,21/05/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,26/05/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,27/05/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,28/05/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,29/05/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,04/06/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,05/06/2020,OTRAS EXCUSAS
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,09/06/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,11/06/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,16/06/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,17/06/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,18/06/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,19/06/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,20/06/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,20/07/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,28/07/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,29/07/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,04/08/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,05/08/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,06/08/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,11/08/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,12/08/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,13/08/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,14/08/2020,OTRAS EXCUSAS
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,18/08/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,19/08/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,20/08/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,25/08/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,26/08/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,27/08/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,28/08/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,29/08/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,01/09/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,02/09/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,03/09/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,08/09/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,09/09/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,10/09/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,15/09/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,16/09/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,17/09/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,22/09/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,29/09/2020,ASISTIÓ
DAZA IGUARAN JUAN MANUEL,CENTRO DEMOCRATICO,BOGOTÁ D.C.,30/09/2020,ASISTIÓ
